time_sec,bins_used,optimal_bins,extra_bins,overall_ratio,num_instances,optimal_hits,avg_ratio,time_per_item,algorithm
38.348406007997255,9925,9616,309,1.0321339434276207,20,0,1.0275795544626891,0.0016666666666666668,ant_colony_optimisation_0_initial
38.14309698099896,9911,9616,295,1.0306780366056572,20,0,1.026999367034637,0.0016666666666666668,ant_colony_optimisation_0_post_plan
39.52818415200454,9925,9616,309,1.0321339434276207,20,0,1.0279338743845614,0.0016666666666666668,ant_colony_optimisation_0_performance_3
39.08855134001715,9917,9616,301,1.031301996672213,20,0,1.0269916477060592,0.0016666666666666668,ant_colony_optimisation_0_performance_4
38.197989981999854,9926,9616,310,1.0322379367720467,20,0,1.0275926161136817,0.0016666666666666668,ant_colony_optimisation_1_initial
39.38042800598487,9932,9616,316,1.0328618968386023,20,0,1.0285842322291336,0.0016666666666666668,ant_colony_optimisation_1_post_plan
38.56766188999973,9932,9616,316,1.0328618968386023,20,0,1.0285842322291336,0.0016666666666666668,ant_colony_optimisation_1_performance_3
38.53534439799478,9932,9616,316,1.0328618968386023,20,0,1.0285842322291336,0.0016666666666666668,ant_colony_optimisation_1_performance_4
36.892244040998776,9928,9616,312,1.0324459234608985,20,0,1.0278799724355208,0.0016666666666666668,ant_colony_optimisation_2_initial
38.62841966800261,9917,9616,301,1.031301996672213,20,0,1.0270732086084988,0.0016666666666666668,ant_colony_optimisation_2_post_plan
37.901719582016085,9924,9616,308,1.0320299500831946,20,0,1.0276004897854583,0.0016666666666666668,ant_colony_optimisation_2_performance_3
38.10202803299035,9915,9616,299,1.031094009983361,20,0,1.0267626496022877,0.0016666666666666668,ant_colony_optimisation_2_performance_4
